snapshot_utc,id,type,subtype,headline,status,startTime,endTime,lat,lon,lanesBlocked,roadName,direction
2025-09-28T18:58:52+00:00,,,,,,,,,,,,
2025-09-28T18:58:52+00:00,,,,,,,,,,,,
2025-09-28T18:58:52+00:00,,,,,,,,,,,,
2025-09-28T18:58:52+00:00,,,,,,,,,,,,
2025-09-28T18:58:52+00:00,,,,,,,,,,,,
2025-09-28T18:58:52+00:00,,,,,,,,,,,,
2025-09-28T18:58:52+00:00,,,,,,,,,,,,
2025-09-28T18:58:52+00:00,,,,,,,,,,,,
2025-09-28T18:58:52+00:00,,,,,,,,,,,,
2025-09-28T18:58:52+00:00,,,,,,,,,,,,
2025-09-28T18:58:52+00:00,,,,,,,,,,,,
2025-09-28T18:58:52+00:00,,,,,,,,,,,,
2025-09-28T18:58:52+00:00,,,,,,,,,,,,
2025-09-28T18:58:52+00:00,,,,,,,,,,,,
2025-09-28T18:58:52+00:00,,,,,,,,,,,,
2025-09-28T18:58:52+00:00,,,,,,,,,,,,
2025-09-28T18:58:52+00:00,,,,,,,,,,,,
2025-09-28T18:58:52+00:00,,,,,,,,,,,,
2025-09-28T18:58:52+00:00,,,,,,,,,,,,
2025-09-28T18:58:52+00:00,,,,,,,,,,,,
2025-09-28T18:58:52+00:00,,,,,,,,,,,,
2025-09-28T18:58:52+00:00,,,,,,,,,,,,
2025-09-28T18:58:52+00:00,,,,,,,,,,,,
2025-09-28T18:58:52+00:00,,,,,,,,,,,,
2025-09-28T18:58:52+00:00,,,,,,,,,,,,
2025-09-28T18:58:52+00:00,,,,,,,,,,,,
2025-09-28T18:58:52+00:00,,,,,,,,,,,,
2025-09-28T18:58:52+00:00,,,,,,,,,,,,
2025-09-28T18:58:52+00:00,,,,,,,,,,,,
2025-09-28T18:58:52+00:00,,,,,,,,,,,,
2025-09-28T18:58:52+00:00,,,,,,,,,,,,
2025-09-28T18:58:52+00:00,,,,,,,,,,,,
2025-09-28T18:58:52+00:00,,,,,,,,,,,,
2025-09-28T18:58:52+00:00,,,,,,,,,,,,
2025-09-28T18:58:52+00:00,,,,,,,,,,,,
2025-09-28T18:58:52+00:00,,,,,,,,,,,,
2025-09-28T18:58:52+00:00,,,,,,,,,,,,
2025-09-28T18:58:52+00:00,,,,,,,,,,,,
2025-09-28T18:58:52+00:00,,,,,,,,,,,,
2025-09-28T18:58:52+00:00,,,,,,,,,,,,
2025-09-28T18:58:52+00:00,,,,,,,,,,,,
2025-09-28T18:58:52+00:00,,,,,,,,,,,,
