Station ID,Functional Class,Latitude,Longitude,Year,AADT,Statistics type,Single-Unit Truck AADT,Combo-Unit Truck AADT,% Peak SU Trucks,% Peak CU Trucks,K-Factor,D-Factor,Future AADT,Station Type
"015-8095",7R : Rural Local,34.115900,-84.959100,2024,310,Estimated,,,,,,,390,Short Term
"015-8096",7R : Rural Local,34.118773,-84.989074,2024,150,Estimated,14,0,,,0.1375,0.63,190,Short Term
"015-8097",7R : Rural Local,34.184203,-85.006042,2024,220,Estimated,19,4,16.667,4.167,0.1158,0.5,280,Short Term
"015-8098",7R : Rural Local,34.237025,-84.979312,2024,500,Actual,39,4,7.018,0,0.1149,0.74,1120,Short Term
"015-8099",7R : Rural Local,34.265843,-85.008245,2024,120,Estimated,15,1,11.765,0,0.146,0.59,150,Short Term
"015-8102",7R : Rural Local,34.281490,-84.964045,2024,460,Estimated,30,6,6.522,0,0.1054,0.63,580,Short Term
"015-8103",7R : Rural Local,34.286438,-84.989684,2024,140,Estimated,10,1,16.667,0,0.1349,0.78,180,Short Term
"015-8104",7R : Rural Local,34.273515,-84.870875,2024,2570,Estimated,191,36,7.807,1.487,0.1087,0.64,3600,Short Term
"015-8105",7R : Rural Local,34.308062,-84.953621,2024,30,Estimated,3,0,25,0,0.156,0.75,50,Short Term
"015-8106",7R : Rural Local,34.306937,-85.001890,2024,490,Estimated,42,8,8.772,1.754,0.1219,0.56,620,Short Term
"015-8107",7U : Urban Local,34.354817,-84.937265,2024,450,Estimated,40,5,3.279,0,0.1405,0.7,590,Short Term
"015-8108",7U : Urban Local,34.362957,-84.935327,2024,490,Actual,27,3,3.774,0,0.1093,0.66,630,Short Term
"015-8109",7U : Urban Local,34.356309,-84.923458,2024,1060,Actual,91,2,,,0.1711,0.72,1340,Short Term
"015-8110",7U : Urban Local,34.339018,-84.912755,2024,3530,Estimated,180,17,4.839,0.134,0.2117,0.74,6620,Short Term
"015-8111",7U : Urban Local,34.321929,-84.924933,2024,430,Estimated,27,4,8.197,0,0.1497,0.59,540,Short Term
"015-8113",7U : Urban Local,34.335891,-84.863552,2024,460,Actual,7,5,,,0.1335,0.51,750,Short Term
"015-8114",7R : Rural Local,34.363529,-84.863196,2024,280,Estimated,12,5,0,0,0.1137,0.63,410,Short Term
"015-8115",6U : Urban Minor Collector,34.226690,-84.845158,2024,3650,Estimated,137,13,,,0.0957,0.55,5570,Short Term
"015-8116",7U : Urban Local,34.279814,-84.823773,2024,220,Estimated,20,4,20,4,0.121,0.56,370,Short Term
"015-8117",7U : Urban Local,34.273829,-84.833118,2024,140,Estimated,10,4,4.762,0,0.1534,0.52,220,Short Term
"015-8119",7R : Rural Local,34.303431,-84.817917,2024,250,Estimated,50,2,22.222,0,0.1518,0.56,320,Short Term
"015-8120",7R : Rural Local,34.288144,-84.751728,2024,1520,Actual,109,15,4.938,0,0.1067,0.71,1960,Short Term
"015-8121",7R : Rural Local,34.357734,-84.763755,2024,410,Estimated,43,5,14.286,0,0.1243,0.86,550,Short Term
"015-8122",7R : Rural Local,34.334564,-84.754635,2024,520,Estimated,65,6,10.204,3.061,0.1997,0.51,660,Short Term
"015-8124",7R : Rural Local,34.369702,-84.773898,2024,70,Estimated,1,,,,0.1765,0.75,90,Short Term
"015-8126",7R : Rural Local,34.376221,-84.731104,2024,70,Estimated,8,0,9.091,0,0.1661,0.55,90,Short Term
"015-8127",7R : Rural Local,34.391192,-84.820909,2024,110,Estimated,19,0,,,0.1471,0.53,150,Short Term
"015-8128",7R : Rural Local,34.391651,-84.835160,2024,50,Estimated,2,1,0,0,0.1614,0.57,90,Short Term
"015-8129",7R : Rural Local,34.393481,-84.860818,2024,1060,Estimated,38,6,,,0.1025,0.68,1770,Short Term
"015-8130",7U : Urban Local,34.218619,-84.782952,2024,330,Estimated,22,4,4.651,0,0.1348,0.51,420,Short Term
"015-8131",7R : Rural Local,34.220879,-84.657958,2024,180,Estimated,20,3,25,0,0.1145,0.65,230,Short Term
"015-8133",7R : Rural Local,34.254700,-84.689900,2024,310,Estimated,,,,,,,390,Short Term
"015-8134",7R : Rural Local,34.277925,-84.754162,2024,970,Actual,,,,,0.1369,0.57,1220,Short Term
"015-8135",7U : Urban Local,34.198454,-84.730050,2024,270,Estimated,10,3,0,2.381,0.1598,0.6,340,Short Term
"015-8136",7R : Rural Local,34.332791,-84.697989,2024,120,Actual,8,1,,,0.1218,0.63,150,Short Term
"015-8138",7R : Rural Local,34.384480,-84.668300,2024,70,Estimated,5,0,,,0.127,0.63,90,Short Term
"015-8139",7R : Rural Local,34.355393,-84.704140,2024,130,Actual,13,1,10,0,0.1587,0.7,160,Short Term
"015-8140",7U : Urban Local,34.387865,-84.934799,2024,240,Actual,13,6,5.556,2.778,0.15,0.89,310,Short Term
"015-8142",7U : Urban Local,34.385083,-84.945007,2024,1820,Estimated,,,,,0.1102,0.58,4630,Short Term
"015-8144",7U : Urban Local,34.103220,-84.765610,2024,370,Actual,31,1,3.448,0,0.1551,0.55,830,Short Term
"015-8145",7U : Urban Local,34.090060,-84.704160,2024,240,Actual,23,5,16.667,4.167,0.1004,0.67,340,Short Term
"015-8146",7U : Urban Local,34.089020,-84.697640,2024,3800,Estimated,260,34,2.11,0.211,0.1288,0.74,6930,Short Term
"015-8147",7U : Urban Local,34.371350,-84.961000,2024,250,Actual,7,0,,,0.1203,0.52,360,Short Term
"015-8148",7U : Urban Local,34.371790,-84.946620,2024,410,Estimated,17,1,7.843,0,0.127,0.69,520,Short Term
"015-8149",7R : Rural Local,34.380220,-84.717160,2024,280,Estimated,24,1,10.345,0,0.1094,0.62,350,Short Term
"015-8150",7R : Rural Local,34.385350,-84.729720,2024,280,Estimated,11,3,,,0.1357,0.62,360,Short Term
"015-8151",7R : Rural Local,34.387660,-84.745140,2024,210,Estimated,17,7,3.846,3.846,0.1317,0.54,270,Short Term
"015-8155",7R : Rural Local,34.086840,-85.027140,2024,290,Actual,38,7,11.429,2.857,0.1199,0.51,680,Short Term
"015-8157",7R : Rural Local,34.394010,-84.787410,2024,80,Estimated,6,1,0,0,0.1769,0.69,100,Short Term
"015-8158",7R : Rural Local,34.385200,-84.814500,2024,190,Estimated,,,,,,,240,Short Term
"015-8159",7U : Urban Local,34.358100,-84.921319,2024,30,Estimated,1,,,,0.179,0.57,40,Short Term
"015-8160",7U : Urban Local,34.229207,-84.841744,2024,430,Estimated,17,1,3.509,0,0.1369,0.58,540,Short Term
"015-8161",7R : Rural Local,34.273321,-84.897484,2024,230,Estimated,20,4,18.519,0,0.1228,0.85,530,Short Term
"015-8162",7U : Urban Local,34.375568,-84.978020,2024,550,Actual,55,2,5.263,0,0.1384,0.61,690,Short Term
"015-8163",7U : Urban Local,34.139541,-84.796371,2024,1050,Estimated,42,6,4,0,0.1004,0.56,1840,Short Term
"015-8164",7U : Urban Local,34.253830,-84.787109,2024,2180,Estimated,255,414,8.869,5.505,0.1582,0.91,2750,Short Term
"015-8165",7U : Urban Local,34.136199,-84.922288,2024,40,Estimated,5,1,0,0,0.1675,0.5,50,Short Term
"015-8166",4U : Urban Minor Arterial,34.153219,-84.827425,2024,15200,Estimated,814,189,3.338,0.581,0.0942,0.56,23600,Short Term
"015-r001",1U : Urban Principal Arterial - Interstate,34.080923,-84.673628,2024,8820,Actual,,,,,0.117,1,11500,Short Term
"015-r002",1U : Urban Principal Arterial - Interstate,34.082113,-84.678797,2024,1450,Actual,,,,,0.1461,1,1830,Short Term
"015-r005",1U : Urban Principal Arterial - Interstate,34.115248,-84.735845,2024,6920,Actual,,,,,0.1107,1,8720,Short Term
"015-r006",1U : Urban Principal Arterial - Interstate,34.120245,-84.739020,2024,3190,Actual,,,,,0.0714,1,4020,Short Term
"015-r009",1U : Urban Principal Arterial - Interstate,34.140157,-84.736982,2024,3340,Actual,,,,,0.0939,1,5650,Short Term
"015-r010",1R : Rural Principal Arterial - Interstate,34.144503,-84.739341,2024,4180,Actual,,,,,0.089,1,8230,Short Term
"015-r011",1U : Urban Principal Arterial - Interstate,34.172720,-84.758306,2024,4620,Actual,,,,,0.1078,1,5820,Short Term
"015-r012",1U : Urban Principal Arterial - Interstate,34.175948,-84.758802,2024,5210,Actual,,,,,0.1001,1,6570,Short Term
"015-r013",1U : Urban Principal Arterial - Interstate,34.204895,-84.761020,2024,12000,Actual,,,,,0.0996,1,15100,Short Term
"015-r014",1U : Urban Principal Arterial - Interstate,34.208860,-84.760641,2024,3590,Actual,,,,,0.087,1,4520,Short Term
"015-r017",1U : Urban Principal Arterial - Interstate,34.245066,-84.770334,2024,4400,Actual,,,,,0.0831,1,5540,Short Term
"015-r018",1U : Urban Principal Arterial - Interstate,34.245092,-84.771956,2024,2060,Actual,24,,,,0.0946,1,2600,Short Term
"015-r021",1U : Urban Principal Arterial - Interstate,34.271739,-84.809096,2024,7550,Actual,,,,,0.093,1,14000,Short Term
"015-r022",1U : Urban Principal Arterial - Interstate,34.273468,-84.809746,2024,3190,Actual,,,,,0.0745,1,4020,Short Term
"015-r031",1U : Urban Principal Arterial - Interstate,34.375625,-84.909176,2024,5360,Actual,,,,,0.0895,1,7510,Short Term
"015-r032",1U : Urban Principal Arterial - Interstate,34.377887,-84.909941,2024,3990,Actual,,,,,0.102,1,5030,Short Term
"015-r303",3U : Urban Principal Arterial - Other,34.200890,-84.797253,2024,2540,Actual,,,,,0.0932,1,3200,Short Term
"015-r305",3U : Urban Principal Arterial - Other,34.201660,-84.800700,2024,9160,Actual,,,,,0.0835,1,11500,Short Term
"015-r306",3U : Urban Principal Arterial - Other,34.200580,-84.800705,2024,2140,Estimated,,,,,0.0814,1,2700,Short Term
"015-r307",3U : Urban Principal Arterial - Other,34.201122,-84.797743,2024,1630,Estimated,,,,,0.1091,1,2050,Short Term
"015-r308",3U : Urban Principal Arterial - Other,34.199512,-84.796933,2024,1300,Estimated,,,,,0.0959,1,3460,Short Term
"015-r309",3U : Urban Principal Arterial - Other,34.221054,-84.847090,2024,11700,Actual,,,,,0.0979,1,14700,Short Term
"015-r310",3U : Urban Principal Arterial - Other,34.220374,-84.850391,2024,9020,Estimated,,,,,0.0866,1,11400,Short Term
"015-r311",3U : Urban Principal Arterial - Other,34.221182,-84.852185,2024,1200,Estimated,,,,,0.1166,1,2360,Short Term
"015-r312",3U : Urban Principal Arterial - Other,34.220956,-84.847617,2024,1610,Actual,,,,,0.1214,1,2030,Short Term
"015-r313",3U : Urban Principal Arterial - Other,34.121592,-84.750173,2024,2220,Estimated,,,,,0.0863,1,2800,Short Term
"015-r314",3U : Urban Principal Arterial - Other,34.121715,-84.750194,2024,350,Estimated,,,,,0.11,1,440,Short Term
"015-r601",1U : Urban Principal Arterial - Interstate,34.080987,-84.678977,2024,2010,Estimated,,,,,0.0844,1,2790,Short Term
"015-r602",1U : Urban Principal Arterial - Interstate,34.079713,-84.675304,2024,8550,Estimated,,,,,0.1071,1,12200,Short Term
"015-r605",1U : Urban Principal Arterial - Interstate,34.120465,-84.741007,2024,3310,Actual,,,,,0.2688,1,4170,Short Term
"015-r606",1U : Urban Principal Arterial - Interstate,34.116207,-84.738326,2024,6210,Estimated,,,,,0.0914,1,7830,Short Term
"015-r609",1U : Urban Principal Arterial - Interstate,34.144817,-84.741328,2024,4960,Actual,,,,,0.107,1,8950,Short Term
"015-r610",1U : Urban Principal Arterial - Interstate,34.140101,-84.738476,2024,3560,Estimated,,,,,0.106,1,5720,Short Term
"015-r611",1U : Urban Principal Arterial - Interstate,34.175743,-84.760100,2024,5140,Estimated,,,,,0.0789,1,6480,Short Term
"015-r612",1U : Urban Principal Arterial - Interstate,34.172595,-84.759551,2024,4280,Estimated,,,,,0.0713,1,5390,Short Term
"015-r613",1U : Urban Principal Arterial - Interstate,34.207186,-84.762598,2024,3400,Estimated,,,,,0.0937,1,4340,Short Term
"015-r614",1U : Urban Principal Arterial - Interstate,34.203595,-84.762576,2024,11700,Estimated,,,,,0.0808,1,17500,Short Term
"015-r617",1U : Urban Principal Arterial - Interstate,34.246260,-84.777309,2024,1990,Actual,136,293,5.056,10.674,0.0957,1,2510,Short Term
"015-r618",1U : Urban Principal Arterial - Interstate,34.245114,-84.775721,2024,3600,Actual,,,,,0.0931,1,4540,Short Term
"015-r621",1U : Urban Principal Arterial - Interstate,34.275933,-84.814212,2024,3530,Estimated,,,,,0.0761,1,4450,Short Term
"015-r622",1U : Urban Principal Arterial - Interstate,34.270777,-84.809732,2024,5010,Estimated,,,,,0.0846,1,6310,Short Term
"015-r631",1U : Urban Principal Arterial - Interstate,34.379023,-84.913228,2024,4210,Estimated,,,,,0.0927,1,6270,Short Term
"015-r632",1U : Urban Principal Arterial - Interstate,34.375851,-84.911401,2024,5510,Estimated,,,,,0.0901,1,8420,Short Term
"017-0101",4R : Rural Minor Arterial,31.668686,-83.235081,2024,6940,Estimated,374,465,5.272,3.866,0.0851,0.55,9700,Short Term
"017-0105",3U : Urban Principal Arterial - Other,31.696760,-83.248200,2024,12100,Actual,501,121,2.268,0.378,0.0872,0.5,15200,Short Term
"017-0107",3U : Urban Principal Arterial - Other,31.702863,-83.252412,2024,11700,Actual,451,463,2.946,0.589,0.0936,0.56,14700,Short Term
"017-0109",3U : Urban Principal Arterial - Other,31.706607,-83.252840,2024,4850,Estimated,189,52,5.133,1.027,0.1019,1,6110,Short Term
"017-0112",3U : Urban Principal Arterial - Other,31.707273,-83.252849,2024,4680,Actual,184,40,4.1,0.228,0.0937,1,5900,Short Term
"017-0116",3U : Urban Principal Arterial - Other,31.711906,-83.252906,2024,4130,Actual,166,44,4.922,0.777,0.0935,1,5200,Short Term
"017-0118",3U : Urban Principal Arterial - Other,31.714573,-83.252946,2024,4150,Actual,174,39,5.114,1.136,0.0849,1,5230,Short Term
"017-0121",3U : Urban Principal Arterial - Other,31.716549,-83.252974,2024,3660,Estimated,121,23,3.65,0.73,0.0776,1,4610,Short Term
"017-0123",3U : Urban Principal Arterial - Other,31.721497,-83.253029,2024,3180,Actual,156,49,5.424,0.339,0.0928,1,4010,Short Term
"017-0125",3U : Urban Principal Arterial - Other,31.725476,-83.252440,2024,2630,Estimated,165,34,8.772,0.702,0.1127,1,3310,Short Term
"017-0126",4U : Urban Minor Arterial,31.723860,-83.252394,2024,2020,Estimated,85,14,3.241,0,0.1077,0.62,2550,Short Term
"017-0127",4U : Urban Minor Arterial,31.723842,-83.253786,2024,2830,Actual,117,22,6.475,0.36,0.0983,0.56,3570,Short Term
"017-0129",4U : Urban Minor Arterial,31.723797,-83.259081,2024,2940,Estimated,108,23,3.113,0.778,0.0908,0.61,3700,Short Term
"017-0134",4U : Urban Minor Arterial,31.730951,-83.260825,2024,3870,Actual,214,19,6.656,0.158,0.1629,0.63,4880,Short Term
"017-0136",4U : Urban Minor Arterial,31.757960,-83.261468,2024,3590,Actual,235,93,7.763,0.526,0.2119,0.53,4520,Short Term
"017-0138",4R : Rural Minor Arterial,31.805577,-83.292773,2024,1530,Estimated,60,63,2.632,7.237,0.0906,0.51,1930,Short Term
"017-0143",3U : Urban Principal Arterial - Other,31.728880,-83.247090,2024,3130,Actual,100,107,3.647,3.343,0.1051,0.65,3940,CCS
"017-0145",3U : Urban Principal Arterial - Other,31.738087,-83.246165,2024,2580,Estimated,141,112,4.453,2.834,0.0971,0.67,3250,Short Term
"017-0149",4R : Rural Minor Arterial,31.759658,-83.245556,2024,2970,Estimated,223,144,6.993,1.632,0.1459,0.61,3980,Short Term
"017-0152",4R : Rural Minor Arterial,31.791261,-83.242191,2024,1700,Actual,75,137,3.106,3.727,0.0946,0.57,2140,Short Term
"017-0154",4R : Rural Minor Arterial,31.820511,-83.228786,2024,1130,Actual,66,133,5.31,10.619,0.1,0.59,1420,Short Term
"017-0156",4R : Rural Minor Arterial,31.839732,-83.207501,2024,1500,Actual,117,217,8.451,5.634,0.0945,0.6,2430,Short Term
"017-0158",5R : Rural Major Collector,31.672071,-83.261615,2024,5330,Estimated,571,614,,,0.088,0.8,10300,Short Term
"017-0161",4U : Urban Minor Arterial,31.686731,-83.261303,2024,3280,Estimated,,,,,0.1035,0.5,4130,Short Term
"017-0163",4U : Urban Minor Arterial,31.700780,-83.260997,2024,3180,Estimated,278,534,,,0.098,0.5,4010,Short Term
"017-0167",4U : Urban Minor Arterial,31.708506,-83.264796,2024,4430,Estimated,,,,,0.0987,0.51,5580,Short Term
"017-0169",4U : Urban Minor Arterial,31.712761,-83.264883,2024,5680,Estimated,,,,,0.0937,0.65,7160,Short Term
"017-0174",4U : Urban Minor Arterial,31.721156,-83.264997,2024,3540,Actual,,,,,0.0995,0.54,4810,Short Term
"017-0178",4U : Urban Minor Arterial,31.723723,-83.263431,2024,1660,Estimated,,,,,0.1064,0.61,2090,Short Term
"017-0183",5R : Rural Major Collector,31.691522,-83.306880,2024,2020,Estimated,140,137,7.583,3.318,0.1051,0.64,3040,Short Term
"017-0185",4U : Urban Minor Arterial,31.714288,-83.274592,2024,2890,Estimated,91,24,2.8,0.4,0.0898,0.54,3640,Short Term
"017-0187",4U : Urban Minor Arterial,31.714700,-83.268200,2024,2680,Estimated,,,,,,,3380,Short Term
"017-0189",4U : Urban Minor Arterial,31.714766,-83.262933,2024,4590,Estimated,,,,,0.1003,0.6,5780,Short Term
"017-0194",4U : Urban Minor Arterial,31.714821,-83.256945,2024,7280,Estimated,,,,,0.0977,0.56,9170,Short Term
"017-0196",4U : Urban Minor Arterial,31.714835,-83.255368,2024,4790,Estimated,,,,,0.1052,0.51,6040,Short Term
"017-0201",4U : Urban Minor Arterial,31.714800,-83.251289,2024,4510,Estimated,,,,,,,5680,Short Term
"017-0203",4U : Urban Minor Arterial,31.714855,-83.246448,2024,2840,Estimated,,,,,0.1018,0.56,3580,Short Term
"017-0205",4R : Rural Minor Arterial,31.714076,-83.239316,2024,3500,Actual,,,,,0.0958,0.59,4410,Short Term
"017-0207",4U : Urban Minor Arterial,31.713326,-83.212624,2024,5410,Estimated,323,547,3.687,6.682,0.0865,0.53,6820,Short Term
"017-0212",5R : Rural Major Collector,31.731208,-83.172824,2024,2010,Estimated,119,558,3.03,21.212,0.0862,0.6,2530,Short Term
"017-0214",5R : Rural Major Collector,31.769447,-83.101647,2024,1920,Estimated,,,,,0.0924,0.53,3050,Short Term
"017-0216",5R : Rural Major Collector,31.773640,-83.052798,2024,1410,Estimated,121,531,9.677,27.419,0.094,0.61,1780,Short Term
"017-0217",5R : Rural Major Collector,31.718267,-83.323806,2024,2260,Estimated,152,257,8.824,11.765,0.0927,0.56,2850,Short Term
"017-0218",5U : Urban Major Collector,31.708646,-83.309970,2024,1650,Actual,137,297,10.959,8.219,0.0887,0.62,2080,Short Term
"017-0220",4U : Urban Minor Arterial,31.692940,-83.281288,2024,3390,Estimated,191,463,5.034,7.718,0.0867,0.54,4270,Short Term
"017-0221",5U : Urban Major Collector,31.717851,-83.298184,2024,1290,Actual,,,,,0.1088,0.57,1760,Short Term
"017-0223",4U : Urban Minor Arterial,31.717929,-83.273999,2024,1690,Estimated,,,,,0.0977,0.51,2130,Short Term
"017-0224",4U : Urban Minor Arterial,31.697071,-83.239248,2024,7640,Estimated,443,922,4.594,9.187,0.0905,0.5,10200,Short Term
"017-0227",5R : Rural Major Collector,31.770606,-83.384414,2024,220,Estimated,,,,,0.1236,0.57,390,Short Term
"017-0228",4U : Urban Minor Arterial,31.721818,-83.235514,2024,3040,Estimated,,,,,0.0891,0.56,3830,Short Term
"017-0229",6R : Rural Minor Collector,31.832429,-83.362300,2024,10,Estimated,1,0,0,0,0.2698,0.67,20,Short Term
"017-0230",4U : Urban Minor Arterial,31.738070,-83.234904,2024,1830,Actual,,,,,0.1021,0.57,2540,Short Term
"017-0232",5R : Rural Major Collector,31.816389,-83.397245,2024,160,Estimated,,,,,0.1088,0.56,250,Short Term
"017-0234",5R : Rural Major Collector,31.816652,-83.472227,2024,770,Estimated,,,,,0.1247,0.8,970,Short Term
"017-0236",5R : Rural Major Collector,31.827277,-83.446877,2024,540,Estimated,33,115,2.222,15.556,0.1043,0.53,940,Short Term
"017-0238",5R : Rural Major Collector,31.834418,-83.380902,2024,230,Estimated,,,,,0.1242,0.69,290,Short Term
"017-0241",5R : Rural Major Collector,31.789255,-83.435637,2024,340,Actual,,,,,0.1022,0.57,430,Short Term
"017-0245",5R : Rural Major Collector,31.778518,-83.384416,2024,660,Estimated,,,,,0.1264,0.53,1000,Short Term
"017-0247",5R : Rural Major Collector,31.770274,-83.361888,2024,440,Estimated,,,,,0.1113,0.51,550,Short Term
"017-0248",5R : Rural Major Collector,31.744957,-83.320969,2024,760,Actual,,,,,0.105,0.67,960,Short Term
"017-0249",5U : Urban Major Collector,31.743772,-83.307810,2024,790,Estimated,,,,,,,1000,Short Term
"017-0251",5U : Urban Major Collector,31.743538,-83.289336,2024,1480,Estimated,,,,,0.112,0.61,2690,Short Term
"017-0252",5U : Urban Major Collector,31.743635,-83.268170,2024,1320,Actual,,,,,0.1046,0.61,1950,Short Term
"017-0254",4U : Urban Minor Arterial,31.743622,-83.258496,2024,2010,Actual,,,,,0.1254,0.64,2980,Short Term
"017-0256",4U : Urban Minor Arterial,31.743207,-83.238265,2024,1940,Estimated,,,,,0.1069,0.57,2500,Short Term
"017-0261",5R : Rural Major Collector,31.835545,-83.428982,2024,460,Estimated,43,40,12.5,8.929,0.1263,0.59,810,Short Term
"017-0263",5R : Rural Major Collector,31.821625,-83.183664,2024,300,Actual,,,,,0.0984,0.74,900,Short Term
"017-0265",5R : Rural Major Collector,31.787102,-83.108973,2024,280,Estimated,30,40,26.667,6.667,0.111,0.53,450,Short Term
"017-0269",5R : Rural Major Collector,31.700977,-83.145022,2024,2400,Actual,199,357,4.737,4.737,0.0792,0.55,3020,Short Term
"017-0272",5R : Rural Major Collector,31.687347,-83.079790,2024,2330,Actual,166,335,4.278,5.348,0.0801,0.57,4030,Short Term
"017-0274",5R : Rural Major Collector,31.684823,-83.036096,2024,510,Actual,69,50,16.327,12.245,0.0967,0.51,640,Short Term
"017-0281",5R : Rural Major Collector,31.706874,-83.239694,2024,1500,Actual,,,,,0.1047,0.58,1890,Short Term
"017-0287",6R : Rural Minor Collector,31.680368,-83.192077,2024,190,Estimated,,,,,0.1266,0.56,280,Short Term
"017-0289",5R : Rural Major Collector,31.679991,-83.115134,2024,240,Estimated,,,,,0.1434,0.8,300,Short Term
